AgentID;Operation;Result
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.toxic , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;Reward;toxic
448:;DecisionMakingSystem;{'eat': {'true': 0.09090909090909091, 'false': 0.9090909090909091, 'entropy': 0.30463609734923813}}
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
448:;Observation;Sentence: propositions: TREE^!DAY^PURPLE, reward: Reward.none , evidence: 1 
448:;Current Health;Health.moreThanHalf
448:;DecisionMakingSystem;{'eat': 3.2189463468223365, 'explore': 5.54225208209486}
448:;Action Chosen;Action.explore
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: ROCK^!DAY^PURPLE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^BLUE, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
